,RequestNumAppName,FeatureRequest,Reasons,MissingInformation,ClarificationQuestions,PromptForGeneration
23,1363-Signal,Request Number - 1363 | Request Title - Indicating in the conservation overview whether the last message is yours or from your conversation partner | Request Description - Description given.,"The request does not describe how the author envisions the indicator will appear, such as using color coding or some type of icon.","['The desired method used to indicate this status (color coding, icon, etc.)']",['What should the indicator look like to inform whether you or your conversation partner has the last message?'],"Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 1363 | Request Title - Indicating in the conservation overview whether the last message is yours or from your conversation partner | Request Description - Description given.
####
Reason: The request does not describe how the author envisions the indicator will appear, such as using color coding or some type of icon.
####
Missing Information: ['The desired method used to indicate this status (color coding, icon, etc.)']
####
Clarifying Question(s): "
24,597-Signal,"Request Number - 597 | Request Title - Display sent time instead of received time | Request Description - It would be nice if there is an option in the settings to display the sent time (as displayed in the ""message details"") instead of the received time next to the messages.",The feature request is missing information about in which settings menu it should be implemented.,"['In which settings should this option be present? The application settings, or the settings for each individual message or group?']","['In which settings menu should this option be present? The global application settings, the settings for each individual message or group, or somewhere else?']","Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 597 | Request Title - Display sent time instead of received time | Request Description - It would be nice if there is an option in the settings to display the sent time (as displayed in the ""message details"") instead of the received time next to the messages.
####
Reason: The feature request is missing information about in which settings menu it should be implemented.
####
Missing Information: ['In which settings should this option be present? The application settings, or the settings for each individual message or group?']
####
Clarifying Question(s): "
25,780-Signal,"Request Number - 780 | Request Title - Deduplicate messages | Request Description - Currently TextSecure (2.0.1) can only import messages from the default Android SMS application once. Afterwards doing the same again results in duplicate messages. It would be nice to be able to deduplicate them. I assume that going through the list of messages and comparing from, to, time and text would be sufficient. Then just delete everything except the first occurance. Please excuse me, if this is a duplicate of another issue. It was hard to find good search terms, since ""duplicate"" occurs extremely often as ""duplicate of issue #..."".",The feature request is missing elements of information about the execution of the described feature that a development would need to know to properly implement the request.,"['Should this feature occur automatically during message import, or require a user action to activate?', ' Should this only be applied to new messages being imported, or retroactively applied to existing messages already in TextSecure?']","['Should this feature occur automatically during message import, or require a user action to activate?', ' Should this only be applied to new messages being imported, or retroactively applied to existing messages already in TextSecure?']","Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 780 | Request Title - Deduplicate messages | Request Description - Currently TextSecure (2.0.1) can only import messages from the default Android SMS application once. Afterwards doing the same again results in duplicate messages. It would be nice to be able to deduplicate them. I assume that going through the list of messages and comparing from, to, time and text would be sufficient. Then just delete everything except the first occurance. Please excuse me, if this is a duplicate of another issue. It was hard to find good search terms, since ""duplicate"" occurs extremely often as ""duplicate of issue #..."".
####
Reason: The feature request is missing elements of information about the execution of the described feature that a development would need to know to properly implement the request.
####
Missing Information: ['Should this feature occur automatically during message import, or require a user action to activate?', ' Should this only be applied to new messages being imported, or retroactively applied to existing messages already in TextSecure?']
####
Clarifying Question(s): "
26,7310-Signal,"Request Number - 7310 | Request Title - Feature: add support for custom url sceme signal:// so we can have share buttons | Request Description - [x ] searched open and closed issues for duplicates [x ] read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I maintain a website, and I would love to put signal share buttons on my articles. To do so, there needs to be a way to point to the signal app from webpages. The manner to do this without many compatibility issues is a custom url sceme: signal:// I know, custom url scemes could be considered bad practice since they pollude the namespace. I agree, but for now signal can't compete with other social media from a buisness standpoint because of missing features like these. This may keep a lot of people from using signal as their favorite messenger app. (world domination is not the goal, but we don't want to shoot ourselfs in the foot either, private messaging will only happen if your contacts are also willing to accept signal on their phone.) Lets consider having share buttons on websites. A custom url sceme would be a good start to make that possible. Send message to Signal Private Messenger Read more about this here","The feature request does not specify the expected behavior after sending information to the application, nominalizing the process of using a ""share button"". A developer may want to know the author's expectations for each step of the process in order to meet their expectations.","['What types of actions should be a signal url scheme be capable of initiating?', ' What should the user interface look for each of these actions?', ' Should there be security or confirmation dialogues for these actions?']","['What types of actions should be a signal url scheme be capable of initiating?', ' What should the user interface look for each of these actions?', ' Should there be security or confirmation dialogues for these actions?']","Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 7310 | Request Title - Feature: add support for custom url sceme signal:// so we can have share buttons | Request Description - [x ] searched open and closed issues for duplicates [x ] read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. I maintain a website, and I would love to put signal share buttons on my articles. To do so, there needs to be a way to point to the signal app from webpages. The manner to do this without many compatibility issues is a custom url sceme: signal:// I know, custom url scemes could be considered bad practice since they pollude the namespace. I agree, but for now signal can't compete with other social media from a buisness standpoint because of missing features like these. This may keep a lot of people from using signal as their favorite messenger app. (world domination is not the goal, but we don't want to shoot ourselfs in the foot either, private messaging will only happen if your contacts are also willing to accept signal on their phone.) Lets consider having share buttons on websites. A custom url sceme would be a good start to make that possible. Send message to Signal Private Messenger Read more about this here
####
Reason: The feature request does not specify the expected behavior after sending information to the application, nominalizing the process of using a ""share button"". A developer may want to know the author's expectations for each step of the process in order to meet their expectations.
####
Missing Information: ['What types of actions should be a signal url scheme be capable of initiating?', ' What should the user interface look for each of these actions?', ' Should there be security or confirmation dialogues for these actions?']
####
Clarifying Question(s): "
27,83-Signal ,Request Number - 83 | Request Title - Better identity key synchronization | Request Description - No description provided.,The user does not specify the aspects in which identity key synchronization is currently lacking and what about it should be improved.,"['What aspects of identity key synchronization are insufficient?', ' What aspects of identity key synchronization need to be improved?']","['What aspects of identity key synchronization are insufficient?', ' What aspects of identity key synchronization need to be improved?']","Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 83 | Request Title - Better identity key synchronization | Request Description - No description provided.
####
Reason: The user does not specify the aspects in which identity key synchronization is currently lacking and what about it should be improved.
####
Missing Information: ['What aspects of identity key synchronization are insufficient?', ' What aspects of identity key synchronization need to be improved?']
####
Clarifying Question(s): "
28,4333-Signal,Request Number - 4333 | Request Title - allow direct sharing to contacts via 6.0 ChooserTargetService | Request Description - https://developer.android.com/reference/android/service/chooser/ChooserTargetService.html,The feature request is missing information about both the method and reason for implementing this change.,"['Should this replace the default sharing method?', ' Where in the user interface should this feature be accessed or enabled?', ' What are the benefits of making this change?']","['Should this replace the default sharing method?', ' Where in the user interface should this feature be accessed or enabled?', ' What are the benefits of making this change?']","Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 4333 | Request Title - allow direct sharing to contacts via 6.0 ChooserTargetService | Request Description - https://developer.android.com/reference/android/service/chooser/ChooserTargetService.html
####
Reason: The feature request is missing information about both the method and reason for implementing this change.
####
Missing Information: ['Should this replace the default sharing method?', ' Where in the user interface should this feature be accessed or enabled?', ' What are the benefits of making this change?']
####
Clarifying Question(s): "
29,817-Signal,"Request Number - 817 | Request Title - Display shorter fingerprint, enable sharing of fingerprint | Request Description - To enable faster sharing of the fingerprint, let the user copy the fingerprint and send it over a secure channel (inform the user that the channel needs to be secure). Also, don't display the hex of the fingerprint but rather something the user can easily read out:  base58-encoding poetry-encoding","The feature request describes a secure transmission mechanism, but it is unclear how that mechanism should be enacted, which may prevent enacting the request.","['What mechanism should be used to ensure a channel is secure? Given that fingerprints are used to verify security, how should the exchange be performed in a secure manner prior to the receipt of a fingerprint that does not invalidate the purpose of the fingerprint?']","['What mechanism should be used to ensure a channel is secure? Given that fingerprints are used to verify security, how should the exchange be performed in a secure manner prior to the receipt of a fingerprint that does not invalidate the purpose of the fingerprint?']","Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 817 | Request Title - Display shorter fingerprint, enable sharing of fingerprint | Request Description - To enable faster sharing of the fingerprint, let the user copy the fingerprint and send it over a secure channel (inform the user that the channel needs to be secure). Also, don't display the hex of the fingerprint but rather something the user can easily read out:  base58-encoding poetry-encoding
####
Reason: The feature request describes a secure transmission mechanism, but it is unclear how that mechanism should be enacted, which may prevent enacting the request.
####
Missing Information: ['What mechanism should be used to ensure a channel is secure? Given that fingerprints are used to verify security, how should the exchange be performed in a secure manner prior to the receipt of a fingerprint that does not invalidate the purpose of the fingerprint?']
####
Clarifying Question(s): "
30,1504-Signal,Request Number - 1504 | Request Title - Notification Color for Individual Contacts or Groups | Request Description - how about we edit this one too?  or just delete it..... 🙈,Not enough information is provided to understand what actions the user is requesting be taken.,"['What is this request referring to? The feature in the title, or another request about the feature in the title?', ' What actions are being recommended and who is responsible for taking them?']","['What is this request referring to? The feature in the title, or another request about the feature in the title?', ' What actions are being recommended and who is responsible for taking them?']","Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 1504 | Request Title - Notification Color for Individual Contacts or Groups | Request Description - how about we edit this one too?  or just delete it..... 🙈
####
Reason: Not enough information is provided to understand what actions the user is requesting be taken.
####
Missing Information: ['What is this request referring to? The feature in the title, or another request about the feature in the title?', ' What actions are being recommended and who is responsible for taking them?']
####
Clarifying Question(s): "
31,4049-Signal,Request Number - 4049 | Request Title - delivery indicator in conversation list item | Request Description - the conversation summary should show the most recent message's delivery status if it's outgoing,"The feature request does not specify the method by which the requested information should be displayed, which a developer may wish to know in order to meet the author's expectations.","['Where should this information be displayed?', ' How should this information appear? (Text, icon, etc.?)', ' What increments should be measured for delivery status? (e.g. unsent, sent to server, sent to target device, read, etc.)']","['Where should this information be displayed?', ' How should this information appear? (Text, icon, etc.?)', ' What increments should be measured for delivery status? (e.g. unsent, sent to server, sent to target device, read, etc.)']","Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 4049 | Request Title - delivery indicator in conversation list item | Request Description - the conversation summary should show the most recent message's delivery status if it's outgoing
####
Reason: The feature request does not specify the method by which the requested information should be displayed, which a developer may wish to know in order to meet the author's expectations.
####
Missing Information: ['Where should this information be displayed?', ' How should this information appear? (Text, icon, etc.?)', ' What increments should be measured for delivery status? (e.g. unsent, sent to server, sent to target device, read, etc.)']
####
Clarifying Question(s): "
32,6390-Signal,"Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )",The request is missing a few details about how the user should be able to enable or adjust this feature,"['Where in the UI should this option be accessed?', ' Should the timeout duration be globally fixed, a variable global setting, or a variable per-recipient setting?']","['Where in the UI should this option be accessed?', ' Should the timeout duration be globally fixed, a variable global setting, or a variable per-recipient setting?']","Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 6390 | Request Title - Notify sender if Signal message has been sent but not delivered to recipient after some time | Request Description - I have:   searched open and closed issues for duplicates  read https://github.com/WhisperSystems/Signal-Android/wiki/Submitting-useful-bug-reports  Bug description. Recipients who are registered for Signal may not be able to receive secure signal messages due to reasons such as:  temporary unavailability of internet access (e.g. prepay plans with hard data caps; otherwise intermittent data connectivity) permanent unavailability having uninstalled Signal without first unregistering Neither of these are apparent to the sender, and sending a Signal message results in the message sitting on the server for some undefined length of time. The sender does not get notified that while their message has been sent to the server, it has not been delivered to the recipient, leading to frustration once the fact is discovered ( #6377 , #2285 (comment) etc). The status is available in conversation UI in the form of one tick vs two ticks, but this requires the sender to explicitly check back in the conversation UI. It would improve the user experience if a signal message that was sent but not delivered after some timeout (minutes?) triggered a ""lack of delivery"" notification on the senders phone along the lines of ""Your secure message to YYY could not be delivered after N minutes. Would you like to resend via insecure SMS?"" This way it is up to the user to explicitly fall back to the less secure protocol. (This notification proposal is orthogonal to but complementary to the ability of Signal to better remember the per-contact preference of transport channel suggested in #2285 , #845 (comment) etc. It would also serve as an easier to implement and more secure alternative to automatically falling back to SMS as suggested in #678 , #2847 , #3074 , #4009 , #5001 )
####
Reason: The request is missing a few details about how the user should be able to enable or adjust this feature
####
Missing Information: ['Where in the UI should this option be accessed?', ' Should the timeout duration be globally fixed, a variable global setting, or a variable per-recipient setting?']
####
Clarifying Question(s): "
33,170-Mastodon,Request Number - 170 | Request Title - Option to hide reblogs from people you follow | Request Description - In the dropdown on profiles.,"The request is missing information about implementation that is required to match the user's expectations. It is unclear if the feature is purely cosmetic, or which aspects of the application it applies to.","['Where in should this option be enabled?', ' Should this apply globally to all followed users or be toggled for each individual account?', "" What does a hidden reblog look like in the user experience? Is it obscured, anonymized, or treated as though it doesn't exist?"", ' Is this feature purely implemented in a timeline display, or is obfuscation required in the backend?']","['Where in should this option be enabled?', ' Should this apply globally to all followed users or be toggled for each individual account?', "" What does a hidden reblog look like in the user experience? Is it obscured, anonymized, or treated as though it doesn't exist?"", ' Is this feature purely implemented in a timeline display, or is obfuscation required in the backend?']","Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 170 | Request Title - Option to hide reblogs from people you follow | Request Description - In the dropdown on profiles.
####
Reason: The request is missing information about implementation that is required to match the user's expectations. It is unclear if the feature is purely cosmetic, or which aspects of the application it applies to.
####
Missing Information: ['Where in should this option be enabled?', ' Should this apply globally to all followed users or be toggled for each individual account?', "" What does a hidden reblog look like in the user experience? Is it obscured, anonymized, or treated as though it doesn't exist?"", ' Is this feature purely implemented in a timeline display, or is obfuscation required in the backend?']
####
Clarifying Question(s): "
34,455-Signal,"Request Number - 455 | Request Title - Signature below SMS message | Request Description - Hi, in oder to advertise TextSecure to my friends I'd like to add a (short) signature. E.g.  I use TextSecure for private and secure communication!  do you find this worth implementing?","Missing information and details about signature creation, adding a signature to the message, or editing and removing signatures from the app. ","['It is not clear whether the signature should be added to all messages automatically or if the user will manually add it. If the user manually adds the signature, where should this request or functionality be implemented? Further, it is unclear where the user should create a signature and how it can be edited or deleted. ']","['Do you want to automatically add the signature to all the messages?', ' Do you want to manually add the signature to specific messages?', ' How and where do you want to set up a new signature? Would you care to modify or delete a signature after creating it as a new feature? ']","Incompleteness: Missing information and lack of details regarding different parts of the feature request
You are a software analyst specializing in incompleteness resolution in GitHub feature requests.
Carefully read the provided statement along with the missing information and the reasoning behind why the statement is considered incomplete. Based on the information, generate clear and concise clarification questions aimed at addressing the incompleteness in the statement; include all generated clarifying questions in a single comma-separated list. Make sure to have all elements of the list in quotation marks.
Demonstrations are provided for clarity. Each demonstration is separated by the trigger word # END. Inside each demonstration, the statement, reason for incompleteness, missing information, and clarifying questions are separated using the trigger word ####.  Strictly follow the provided demonstration.
Statement: Request Number - 8 | Request Title - Add local and federated timeline | Request Description - At the moment there seems to be no way to access local and federated timeline. Please consider adding that feature.
####
Reason: Information is missing as to the author's expectations for the feature's implementation
####
Missing Information: ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What constitutes 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
####
Clarifying Question(s): ['Where should this view be accessed?', ' What content should be displayed on the timeline?', "" What users constitute 'local', 'federated', and 'neither' in regard to the aforementioned content?""]
# END
Request Number - 455 | Request Title - Signature below SMS message | Request Description - Hi, in oder to advertise TextSecure to my friends I'd like to add a (short) signature. E.g.  I use TextSecure for private and secure communication!  do you find this worth implementing?
####
Reason: Missing information and details about signature creation, adding a signature to the message, or editing and removing signatures from the app. 
####
Missing Information: ['It is not clear whether the signature should be added to all messages automatically or if the user will manually add it. If the user manually adds the signature, where should this request or functionality be implemented? Further, it is unclear where the user should create a signature and how it can be edited or deleted. ']
####
Clarifying Question(s): "
