,RequestNumAppName,FeatureRequest-ErrorFixed,Defect,Class,Reason,Interpretations,Questions,StartIndex,EndIndex,AnnotatedText,IndexExtract
45,6459-Signal,"Request Number - 6459 | Request Title - Feature Request: Use Share Intent Subject When Sharing to Signal | Request Description - At the moment, sending a share Intent to Signal will include the EXTRA_TEXT portion of the Intent but not the EXTRA_SUBJECT For example, using this code from another app Intent sendIntent = new Intent (); sendIntent . setAction ( Intent . ACTION_SEND ); sendIntent . putExtra ( Intent . EXTRA_SUBJECT , ""This is the intent title"" ); sendIntent . putExtra ( Intent . EXTRA_TEXT , ""This is the intent body"" ); sendIntent . setType ( ""text/plain"" ); startActivity ( Intent . createChooser ( sendIntent , getResources (). getText ( R . string . send_to ))); Signal will only use the body: ""This is the intent body"" but not use the subject: ""This is the intent title"" This would make it easier to get page titles and other subjects shared from browsers and other apps that set the share Intent's EXTRA_SUBJECT",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
46,3192-Signal,Request Number - 3192 | Request Title - Image view in fullscreen | Request Description - Remove the action bar in the view where you can inspect a received picture to enlarge the image.,Ambiguity,Syntactic,"""to enlarge the image"" can be attached to two different phrases.",Remove the action bar in the view to enlarge the image; inspect a received picture to enlarge the image,How would you suggest enlarging the image? Is it a feature you request that should be implemented on an inspection menu or the action bar?,89,185,Remove the action bar in the view where you can inspect a received picture to enlarge the image.,Remove the action bar in the view where you can inspect a received picture to enlarge the image.
47,6592-Signal,"Request Number - 6592 | Request Title - [Feature] Add a private PDF previewer | Request Description - It would be very useful to be able to view PDF documents without saving them unencrypted and with a viewer that is guaranteed not to connect to the Internet or do other nasty things. I understand there's the danger of bloating Signal, but I think this possibility should at least be considered.",Ambiguity,Vagueness,"""Nasty"" is vague and needs to clear for testing and evaluation",tracking; unauthorized access,What other threats can you identify for saving the PDF file without encryption?,271,284,nasty things.,nasty things.
48,6592-Signal,"Request Number - 6592 | Request Title - [Feature] Add a private PDF previewer | Request Description - It would be very useful to be able to view PDF documents without saving them unencrypted and with a viewer that is guaranteed not to connect to the Internet or do other nasty things. I understand there's the danger of bloating Signal, but I think this possibility should at least be considered.",Ambiguity,Syntactic,"More than one conjunction, and or or, is used in the sentence.","A viewer that encrypts PDF documents and is not connected to the Internet, and doesn't share data with other apps; A viewer application that saves the PDF files with encryption and is disconnected from Internet.",How should the application treat PDF files? Should the application provide an option to save the PDF documents on your device using encryption? Should the PDF document only reside on the server side?,137,284,to view PDF documents without saving them unencrypted and with a viewer that is guaranteed not to connect to the Internet or do other nasty things.,to view PDF documents without saving them unencrypted and with a viewer that is guaranteed not to connect to the Internet or do other nasty things.
49,1065-Signal,"Request Number - 1065 | Request Title - Ask for desired behaviour on first start | Request Description - Would it be possible to ask the user during the first start of the app (right before/after setting the passphrase), to specify the desired behaviour:  only use push use SMS fallback use as default SMS/MMS-App Probably even add a ""what does that mean?"" button which opens a pop-up that explains (in simple words) what every mode does. This would go a long way in making the app more friendly for the less tech-enthusiastic users and those, who don't want to crawl through the settings-menu. edit: corrected formatting.",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
50,328-Signal,"Request Number - 328 | Request Title - Feature request: Sending dummy short messages | Request Description - TextSecure could mask meaningful communication between people by occasionally sending dummy random messages to random recipients at random times:  Recipients would be chosen randomly between contacts that knowingly use TextSecure, so it could be recognized as such after decryption and automatically discarded by recipient. ""Randomness"" should be tweaked to level-out the legitimate messages, spoiling the traffic analysis of traffic retention data, preventing to weigh connections in the deducted social network graph or guessing sleeping/activity patterns. People often have many unused messages in their monthly quota, so those could easily be used with no extra cost, or they value their privacy more than some money. Sender would need to enable this feature (opt-in) and define desired quantity (eg max 100 dummy messages per month, 2 dummy messages for every legitimate one, max 500 messages total counting legitimate and dummy ones...). The feature would need to be aware of roaming (disabled by default, optionally enable) and battery level (do not send if bellow eg. 30%). http://en.wikipedia.org/wiki/Traffic_analysis#Countermeasures Possible extensions:  Recipients could be able to let their peers know, that they do not want to participate in this and do not want to receive messages for whatever reason (opt-out). Recipients could also be chosen randomly between other contacts (those not using TextSecure yet) to promote its use (default message) or a custom explanation by sender. Those messages would be in clear text. As this might be annoying it should be very limited (eg max 1 message to a single recipient per month, only during daytime...) to not be too intrusive spam. Dummy messages could contain other peer's phone numbers (random selection from those participating in dummy messaging, not just their contacts), never to be shown to user, just to send dummy messages to, to further mask the real social network. It would be tricky to opt-out later on once your number starts circulating, so opt-outs would need to be spread this way as well and by direct reply dummy message or by defining a TTL of each such number.",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
51,555-Signal,"Request Number - 555 | Request Title - Not working in dual sim phone | Request Description - My friend has a dual sim Lava iris 405 and i have samsung galaxy s3. we both have installed the TextSecure when i start secure session, it sends Key exchange message and its received in my friends. After that it says Received and processed key exchange message but he is unable to send me any message, it says error sending. i know its giving problem because its a dual sim phone, text secure app is not able to send sms from particular sim and giving this error. Is dual sim phone supported by textSecure?",Ambiguity,Syntactic,The sentence is incomplete and is missing a word at the end. ,phone; hand; TextSecure,NA,282,290,friends.,friends.
52,555-Signal,"Request Number - 555 | Request Title - Not working in dual sim phone | Request Description - My friend has a dual sim Lava iris 405 and i have samsung galaxy s3. we both have installed the TextSecure when i start secure session, it sends Key exchange message and its received in my friends. After that it says Received and processed key exchange message but he is unable to send me any message, it says error sending. i know its giving problem because its a dual sim phone, text secure app is not able to send sms from particular sim and giving this error. Is dual sim phone supported by textSecure?",Ambiguity,Pragmatic,"""It"" is referring to multiple tokens from the previous sentence. ",Message; app; phone,"What is ""it"" referring to in the following sentence: ""After that it says Received""?",291,318,After that it says Received,After that it says Received
53,555-Signal,"Request Number - 555 | Request Title - Not working in dual sim phone | Request Description - My friend has a dual sim Lava iris 405 and i have samsung galaxy s3. we both have installed the TextSecure when i start secure session, it sends Key exchange message and its received in my friends. After that it says Received and processed key exchange message but he is unable to send me any message, it says error sending. i know its giving problem because its a dual sim phone, text secure app is not able to send sms from particular sim and giving this error. Is dual sim phone supported by textSecure?",Ambiguity,Syntactic,Missing tokens in the sentence can cause multiple interpretations. A gap in a sentence cause by omission of a lexically or syntactically necessary constituent. ,The app processes the key exchange message; the phone processes the key exchange message ; the user processes the key exchange message,Who is processing the key exchange message after receiving it?,319,345,and processed key exchange,and processed key exchange
54,555-Signal,"Request Number - 555 | Request Title - Not working in dual sim phone | Request Description - My friend has a dual sim Lava iris 405 and i have samsung galaxy s3. we both have installed the TextSecure when i start secure session, it sends Key exchange message and its received in my friends. After that it says Received and processed key exchange message but he is unable to send me any message, it says error sending. i know its giving problem because its a dual sim phone, text secure app is not able to send sms from particular sim and giving this error. Is dual sim phone supported by textSecure?",Ambiguity,Pragmatic,"""It"" can refer to multiple tokens from the previous sentence?",Phone; app; message,"What does ""it"" refer to in the following sentence: ""it says error sending""?",395,397,it,it
55,555-Signal,"Request Number - 555 | Request Title - Not working in dual sim phone | Request Description - My friend has a dual sim Lava iris 405 and i have samsung galaxy s3. we both have installed the TextSecure when i start secure session, it sends Key exchange message and its received in my friends. After that it says Received and processed key exchange message but he is unable to send me any message, it says error sending. i know its giving problem because its a dual sim phone, text secure app is not able to send sms from particular sim and giving this error. Is dual sim phone supported by textSecure?",Ambiguity,Semantic,"It is unclear whether the indefinite noun phrase ""particular sim"" is intended to be specific or non-specific, creating multiple possible interpretations.",a specific SIM; either SIM interchangeably,"When you say the app is not able to send from a particular SIM, do you mean it cannot send from a specific SIM, it cannot send from either SIM interchangeably, or something else?",519,533,particular sim,particular sim
56,898-Signal,"Request Number - 898 | Request Title - Search field missing in group creation dialog | Request Description - When creating a group and adding contacts, there is no search field on top of the contact list. This search field is present when composing a single message and a contact must be picked. Because it's missing in the contact picker when creating a group, it is harder to add contacts to a group.",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
57,226-Signal,"Request Number - 226 | Request Title - Ability to edit messages for security | Request Description - My understanding of OTR protocol is that you are guarantied to be the sender of a message when it is received but the protocol also guaranties that nobody can prove a message was sent by you at a later point. Like a real life conversation. ""If know you said something to me, but I can not prove it at a later point"". This is great but unless TextSecure somehow allows people to alter the past of a conversation the app itself does provide a reasonable proof/indication that I said something in the past. Example: My friends phone is ceased and he is compromised to unlock TextSecure. OTR does not in any way guarantee I had our long conversation but since my friend is not a skilled hacker/developer able to alter the TextSecure database the conversation itself it a pretty good indicator/proof of the conversation being authentic. Solution: Add the option to edit a message (any message) from the Android Context Menu just like you can delete a message. Maybe also add the ability to insert a new message next to it.",Ambiguity,Pragmatic,"The word 'it' can point to multiple possible words in the previous sentence, creating multiple possible interpretations.",next to the option to edit a message; next to the message,"When you ask to add the ability to insert a new message ""next to it"", do you mean ""next to the option to edit the message"", ""next to the message itself"", or something else? ",1115,1118,it.,it.
58,226-Signal,"Request Number - 226 | Request Title - Ability to edit messages for security | Request Description - My understanding of OTR protocol is that you are guarantied to be the sender of a message when it is received but the protocol also guaranties that nobody can prove a message was sent by you at a later point. Like a real life conversation. ""If know you said something to me, but I can not prove it at a later point"". This is great but unless TextSecure somehow allows people to alter the past of a conversation the app itself does provide a reasonable proof/indication that I said something in the past. Example: My friends phone is ceased and he is compromised to unlock TextSecure. OTR does not in any way guarantee I had our long conversation but since my friend is not a skilled hacker/developer able to alter the TextSecure database the conversation itself it a pretty good indicator/proof of the conversation being authentic. Solution: Add the option to edit a message (any message) from the Android Context Menu just like you can delete a message. Maybe also add the ability to insert a new message next to it.",Ambiguity,Pragmatic,"The word used here may be a near homophone of the intended word, which would create a different meaning if so.",seized; destroyed,"When you wrote your friend's phone might be ceased, did you mean 'seized', 'destroyed', or something else?",634,640,ceased,ceased
59,4821-Signal,"Request Number - 4821 | Request Title - Manual read receipts | Request Description - I am aware of your view on (automatic) read receipts from #2667 . That's what e.g. WhatsApp does with its blue checkmarks. However I would like to use ""manual read receipts"" in the manner Threema has implemented them (they call it ""acknowledge""): Long-press a received message Select ""acknowledge message"" (I guess so, I use the german translation) Then the ""received"" (or ""seen"") indicator is replaced by an indicator for acknowledgement of the message I choose this to say that I read something over writing ""Ok."" because it doesn't annoy my conversation partner. Most of the time it's sufficient that the partner gets this information the next time he opens Signal and not immediately.",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
60,316-Signal,"Request Number - 316 | Request Title - Feature request: Allow sharing Android calendar events via TextSecure | Request Description - Originally a bug, which should have been titled ""Shared calendar events are not actually attached."" The fix in #1025 removed TS from the ""share with"" list of calendar events, so no longer a bug, but would like to be able to share calendar events via TS, same as can be done with default Android text app. Original (bug) text: Android default Calendar app lets you send a calendar entry. TextSecure is one of the apps that comes up as an option to use for sending. Choosing it, you get to TextSecure, but there is no attachment, just an empty message. (If you choose the regular default Android Text Messaging app, the calendar entry does get properly attached, which is why I suspect the issue is with TextSecure.) Only tried doing this from Calendar, don't know if it's an issue sending via TextSecure from other apps.",Ambiguity,Lexical,Share can have multiple meanings in this sentence. ,making Android calendar visible to the Signal app; Sharing calendar with a contact through Signal,Do you want your Signal app to have access to the Android calendar events and show them in the Signal app?; Do you like to share your Android calendar event with your contacts?,62,69,sharing,sharing
61,316-Signal,"Request Number - 316 | Request Title - Feature request: Allow sharing Android calendar events via TextSecure | Request Description - Originally a bug, which should have been titled ""Shared calendar events are not actually attached."" The fix in #1025 removed TS from the ""share with"" list of calendar events, so no longer a bug, but would like to be able to share calendar events via TS, same as can be done with default Android text app. Original (bug) text: Android default Calendar app lets you send a calendar entry. TextSecure is one of the apps that comes up as an option to use for sending. Choosing it, you get to TextSecure, but there is no attachment, just an empty message. (If you choose the regular default Android Text Messaging app, the calendar entry does get properly attached, which is why I suspect the issue is with TextSecure.) Only tried doing this from Calendar, don't know if it's an issue sending via TextSecure from other apps.",Ambiguity,Vagueness,"Properly is vague, and there is no way to evaluate it using a measure. ","the whole event with its details are visible in the message; An abstract level of the event is shown in the message, and receiver should click on the event to see details. ","How do you want to see the attached event in your Signal message?; Should the event be presented as a link that entails the event's details?; Do you want to see the whole event and its details (such as timing, location, etc.) in the message?",775,783,properly,properly
62,316-Signal,"Request Number - 316 | Request Title - Feature request: Allow sharing Android calendar events via TextSecure | Request Description - Originally a bug, which should have been titled ""Shared calendar events are not actually attached."" The fix in #1025 removed TS from the ""share with"" list of calendar events, so no longer a bug, but would like to be able to share calendar events via TS, same as can be done with default Android text app. Original (bug) text: Android default Calendar app lets you send a calendar entry. TextSecure is one of the apps that comes up as an option to use for sending. Choosing it, you get to TextSecure, but there is no attachment, just an empty message. (If you choose the regular default Android Text Messaging app, the calendar entry does get properly attached, which is why I suspect the issue is with TextSecure.) Only tried doing this from Calendar, don't know if it's an issue sending via TextSecure from other apps.",Ambiguity,Pragmatic,"It is unclear whether the highlighted text contains a grammatical error or unusual word ordering, which creates alternative interpretations when a reader attempts to mentally correct the potential error by replacing it with new text. This is also Syntactic-Other (Possessive ambiguity), however the choice of ordering implies the opposite possessive order than the expected meaning, which is why this is also being labeled Language Error.",a list containing multiple calendar events; a list that each calendar event possesses (perhaps as part of a submenu or context menu),"When you refer to a ""list of calendar events"", are you describing a list that is comprised of multiple calendar events, a list that belongs to each calendar event (such as a submenu or context menu), or something else?",270,307,"""share with"" list of calendar events,","""share with"" list of calendar events,"
63,695-Signal,"Request Number - 695 | Request Title - Don't show letter count, when SMS mode disabled | Request Description - When I start typing, the count of letters is shown at the bottom left corner, though I have the SMS mode completely disabled.",Ambiguity,Syntactic,An ellipsis is a gap in a sentence cause by omission of a lexically or syntactically necessary constituent. Missing words that would specify where the word count is appearing. ,At the bottom left corner of the app; At the bottom left corner of the screen; At the bottom left corner of the messaging GUI;,Where exactly do you see the word count?,162,188,"at the bottom left corner,","at the bottom left corner,"
64,778-Signal,"Request Number - 778 | Request Title - Feature Request: Only one notification for multiple messages received at once + Timestamps | Request Description - After being offline (flight mode / no internet connection) my device rings/vibrates multiple times, depending on how many messages have been sent by others in the meantime. Being in a quite active group my device vibrated for about 30 seconds this morning. I can see the point of being notified that not only one but multiple messages have been received but this should be reworked to a less annoying way (e.g., ring twice for multiple messages). Additionally, all messages that get then received are displayed with their receiving time. I would prefer having them displayed with the sending time, which can also be seen by looking in the message details. Maybe a menu entry to switch between both options would be a good idea because I can imagine people who like it the way it is handled now.",Ambiguity,Vagueness,"The term ""less annoying"" is subjective and vague. What constitutes ""less annoying"" may vary among users and cannot be measured using a specific metric. ",notifications without vibration or sound; Only vibrate; long consecutive rings; short buzz; ,"""less annoying way"" is vague, can you provide an explicit way to implement this feature?; Vibration settings can be changed on your own device, further, you can put your phone on silent mode, considering such settings, how do you suggest we notify the user about multiple messages?",541,558,less annoying way,less annoying way
65,957-Signal,"Request Number - 957 | Request Title - Delivery reports for PUSHed messages? | Request Description - SMS messages support the notion of a delivery report that allows me to see when a message was actually delivered to the recipient. I miss that feature for PUSHed messages, though. It seems there is no way to request a delivery report?",Ambiguity,Lexical,"""Pushed Messages"" can have multiple interpretations and seems to be a technical term in Signal. ",Received Signal messages; Sent Signal Messages; Notification on the status of a sent Signal message,"What do you mean by ""push messages""?",60,76,PUSHed messages?,PUSHed messages?
66,957-Signal,"Request Number - 957 | Request Title - Delivery reports for PUSHed messages? | Request Description - SMS messages support the notion of a delivery report that allows me to see when a message was actually delivered to the recipient. I miss that feature for PUSHed messages, though. It seems there is no way to request a delivery report?",Ambiguity,Lexical,"""Pushed Messages"" can have multiple interpretations and seems to be a technical term in Signal. ",Received Signal messages; Sent Signal Messages; Notification on the status of a sent Signal message,"What do you mean by ""push messages""?",256,272,"PUSHed messages,","PUSHed messages,"
67,957-Signal,"Request Number - 957 | Request Title - Delivery reports for PUSHed messages? | Request Description - SMS messages support the notion of a delivery report that allows me to see when a message was actually delivered to the recipient. I miss that feature for PUSHed messages, though. It seems there is no way to request a delivery report?",Ambiguity,Lexical,There are multiple interpretations for the delivery report. ,"Separate GUI screen reporting the messages that are sent, delivered, received, or read; a notification sent to the user's phone Home Screen for messages that are sent, delivered, received, or read; Simple status change for messages that are sent, delivered, or read right under the message in the conversation screen. ",Can you specify details about the delivery report and how you want that report to appear?,319,335,delivery report?,delivery report?
68,1699-Signal,"Request Number - 1699 | Request Title - Add Android Wear support | Request Description - Hangouts has the possibility to answer with predefined answers or voice. Something similar would be awesome for TextSecure. Since all this works over notifications, this should be reasonably easy to intergrate.",Ambiguity,Syntactic,A conjunction is used with a modifier. ,voice; predefined voice,Should the voice also be predefined?; What is the difference between a predefined voice and a predefined message?,133,161,predefined answers or voice.,predefined answers or voice.
69,1761-Signal,Request Number - 1761 | Request Title - Automatic SMS forwarding | Request Description - It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.,Ambiguity,Lexical,The term SMS can have multiple interpretations in the Signal app. ,Signal messages; Sim card messages ,Do you want this feature for the Signal messages or the messages transferred through your SIM card carrier? ,50,53,SMS,SMS
70,1761-Signal,Request Number - 1761 | Request Title - Automatic SMS forwarding | Request Description - It would be awesome to be able to automatically forward all incoming SMS from a certain contact to another contact.,Ambiguity,Lexical,The term SMS can have multiple interpretations in the Signal app. ,Signal messages; Sim card messages ,Do you want this feature for the Signal messages or the messages transferred through your SIM card carrier?,196,204,contact.,contact.
71,1819-Signal,"Request Number - 1819 | Request Title - Request - UI : Sliding pannel & option.  | Request Description - Hello, I believe that  there is a non-sense in the UI with a sliding panel on the left and a ""regular"" menu. In my sense they should be only one, 2 way to access the ""option"" is confusing. One thing could be that the sliding menu and the option button could trigger the slide. Regards,",Ambiguity,Pragmatic,"The use of the word ""nonsense"" is incorrect in this context and likely a word choice or translation error. A reader's efforts to understand the author's intent can create alternative meanings here, which creates ambiguity based on attempting to link an appropriate word to the polysemantic definitions of ""nonsense"".",a senseless or silly thing; a meaningless thing; an impudent or improper thing; an incomprehensible thing,"When you wrote ""a non-sense"", did you mean a senseless or silly thing, a meaningless thing, an impudent or improper thing, an incomprehensible thing, or something else?",137,148,a non-sense,a non-sense
72,1819-Signal,"Request Number - 1819 | Request Title - Request - UI : Sliding pannel & option.  | Request Description - Hello, I believe that  there is a non-sense in the UI with a sliding panel on the left and a ""regular"" menu. In my sense they should be only one, 2 way to access the ""option"" is confusing. One thing could be that the sliding menu and the option button could trigger the slide. Regards,",Ambiguity,Pragmatic,"The phrase used lacks sufficient context to fully understand the location being referenced without knowing the author's point of view at the time of writing, which creates multiple possible interpretations.",left side of the device display; left side of the application UI; adjacent on the left of something else,"When you wrote ""on the left"" did you mean the left side of the device display, the left side of the application UI, adjacent to the left of another object, or something else?",180,191,on the left,on the left
73,1819-Signal,"Request Number - 1819 | Request Title - Request - UI : Sliding pannel & option.  | Request Description - Hello, I believe that  there is a non-sense in the UI with a sliding panel on the left and a ""regular"" menu. In my sense they should be only one, 2 way to access the ""option"" is confusing. One thing could be that the sliding menu and the option button could trigger the slide. Regards,",Ambiguity,Pragmatic,"Improper use of punctuation and misspellings force the reader to correct the text to understand the author's meaning, but there are multiple possible corrected versions which creates alternative meanings.",there should only be one way. Two ways; there should only be one or two ways; there should only be one 2-way,"When you wrote ""they should only be one, 2 way"" did you mean ""there should only be one way. Two ways"", ""there should only be one or two ways"", ""there should only be one 2-way"", or something else?",226,256,"they should be only one, 2 way","they should be only one, 2 way"
74,1819-Signal,"Request Number - 1819 | Request Title - Request - UI : Sliding pannel & option.  | Request Description - Hello, I believe that  there is a non-sense in the UI with a sliding panel on the left and a ""regular"" menu. In my sense they should be only one, 2 way to access the ""option"" is confusing. One thing could be that the sliding menu and the option button could trigger the slide. Regards,",Ambiguity,Lexical,"The word ""slide"" can represent multiple concepts in UI, creating multiple possible meanings",act of moving into or out of view; act of moving within the view; scrolling of contents within the object,"When you wrote ""trigger the slide"" did you mean the act of moving into or out of view, the act of moving within the view, scrolling of contents within the object, or something else?",375,381,slide.,slide.
75,1819-Signal,"Request Number - 1819 | Request Title - Request - UI : Sliding pannel & option.  | Request Description - Hello, I believe that  there is a non-sense in the UI with a sliding panel on the left and a ""regular"" menu. In my sense they should be only one, 2 way to access the ""option"" is confusing. One thing could be that the sliding menu and the option button could trigger the slide. Regards,",Ambiguity,Lexical,"The word ""option"" has multiple possible meanings, which create alternative interpretations. The use of quotations to emphasize the word can also imply an atypical usage, which creates further uncertainty.",the menu; the feature; a choice; a setting configuration related to the menu; something else,"When you wrote ""option"", did you mean the menu, the feature, a choice, a setting configuration related to the menu, or something else?",271,279,"""option""","""option"""
76,1819-Signal,"Request Number - 1819 | Request Title - Request - UI : Sliding pannel & option.  | Request Description - Hello, I believe that  there is a non-sense in the UI with a sliding panel on the left and a ""regular"" menu. In my sense they should be only one, 2 way to access the ""option"" is confusing. One thing could be that the sliding menu and the option button could trigger the slide. Regards,",Ambiguity,Lexical,"The word ""normal"" has multiple possible meanings, creating multiple interpretations. The use of quotations to emphasize the word can imply an atypical choice of meaning (or sarcasm), which increases the perception of ambiguity.",normal; expected; recurring; fitting a pattern,"When you wrote ""regular"", did you mean normal, expected, recurring, fitting a pattern, or something else?",198,207,"""regular""","""regular"""
77,1819-Signal,"Request Number - 1819 | Request Title - Request - UI : Sliding pannel & option.  | Request Description - Hello, I believe that  there is a non-sense in the UI with a sliding panel on the left and a ""regular"" menu. In my sense they should be only one, 2 way to access the ""option"" is confusing. One thing could be that the sliding menu and the option button could trigger the slide. Regards,",Ambiguity,Lexical,"The requester refers to the same view using two different terms: ""sliding panel"" and ""sliding menu"". ",panel; menu,"What is the difference between ""sliding panel"" and ""sliding menu""?",330,334,menu,menu
78,2055-Signal,"Request Number - 2055 | Request Title - use delivery receipts to show message received time for outgoing messages | Request Description - After long pressing on a message and selecting the info button, the message details are shown. This includes the sent and received times for incoming messages. For outgoing messages, in contrast, only one Sent/Received time is displayed, probably containing sent time. Now that delivery receipts are implemented, it would be possible to display the received time for outgoing messages (by taking the sent time from the receipt). Or to make it more precise, let the receipt message piggybag the real received time. This would make the user interface more consistent. When this is rejected for some reasons, I suggest renaming the ""Sent/Received"" label for outgoing messages to ""Sent"" because this is what it really is about.",Ambiguity,Pragmatic,"The demonstrative pronoun ""this"" can point to multiple concepts in the context of the message, which creates alternative interpretations.",the feature request; the message delivery; the delivery receipt,"When you wrote ""when this is rejected"", does ""this"" refer to the feature request, the message delivery, the delivery receipt, or something else?",709,713,this,this
79,2055-Signal,"Request Number - 2055 | Request Title - use delivery receipts to show message received time for outgoing messages | Request Description - After long pressing on a message and selecting the info button, the message details are shown. This includes the sent and received times for incoming messages. For outgoing messages, in contrast, only one Sent/Received time is displayed, probably containing sent time. Now that delivery receipts are implemented, it would be possible to display the received time for outgoing messages (by taking the sent time from the receipt). Or to make it more precise, let the receipt message piggybag the real received time. This would make the user interface more consistent. When this is rejected for some reasons, I suggest renaming the ""Sent/Received"" label for outgoing messages to ""Sent"" because this is what it really is about.",Ambiguity,Pragmatic,"The demonstrative pronoun ""this"" can refer to multiple concepts in the text, creating multiple interpretations.",the act of displaying the received time; the act of the receipt message piggybacking the received time,"When you wrote ""This would make the user interface more consistent"", does ""this"" refer to the act of displaying the received time, the act of the receipt message piggybacking the received time, or something else?",652,656,This,This
80,2055-Signal,"Request Number - 2055 | Request Title - use delivery receipts to show message received time for outgoing messages | Request Description - After long pressing on a message and selecting the info button, the message details are shown. This includes the sent and received times for incoming messages. For outgoing messages, in contrast, only one Sent/Received time is displayed, probably containing sent time. Now that delivery receipts are implemented, it would be possible to display the received time for outgoing messages (by taking the sent time from the receipt). Or to make it more precise, let the receipt message piggybag the real received time. This would make the user interface more consistent. When this is rejected for some reasons, I suggest renaming the ""Sent/Received"" label for outgoing messages to ""Sent"" because this is what it really is about.",Ambiguity,Lexical,"""real received time"" is ambiguous and can have multiple interpretations. ",received time; read time,"What do you mean by the ""real received time""?",632,651,real received time.,real received time.
81,2055-Signal,"Request Number - 2055 | Request Title - use delivery receipts to show message received time for outgoing messages | Request Description - After long pressing on a message and selecting the info button, the message details are shown. This includes the sent and received times for incoming messages. For outgoing messages, in contrast, only one Sent/Received time is displayed, probably containing sent time. Now that delivery receipts are implemented, it would be possible to display the received time for outgoing messages (by taking the sent time from the receipt). Or to make it more precise, let the receipt message piggybag the real received time. This would make the user interface more consistent. When this is rejected for some reasons, I suggest renaming the ""Sent/Received"" label for outgoing messages to ""Sent"" because this is what it really is about.",Ambiguity,Semantic,"""it"" can refer to two references in the same sentence. ",label; outgoing message,"What do you mean by ""it"" when you stated, ""because this is what it really is about""?",842,844,it,it
82,2055-Signal,"Request Number - 2055 | Request Title - use delivery receipts to show message received time for outgoing messages | Request Description - After long pressing on a message and selecting the info button, the message details are shown. This includes the sent and received times for incoming messages. For outgoing messages, in contrast, only one Sent/Received time is displayed, probably containing sent time. Now that delivery receipts are implemented, it would be possible to display the received time for outgoing messages (by taking the sent time from the receipt). Or to make it more precise, let the receipt message piggybag the real received time. This would make the user interface more consistent. When this is rejected for some reasons, I suggest renaming the ""Sent/Received"" label for outgoing messages to ""Sent"" because this is what it really is about.",Ambiguity,Vagueness,Consistent is a vague and subjective term and cannot be measured ,Consistent in what way?; Consistent with the incoming messages?; consistent with user expectations?; consistent with standard UI design principals?,What do you mean by consistent?,692,703,consistent.,consistent.
83,2055-Signal,"Request Number - 2055 | Request Title - use delivery receipts to show message received time for outgoing messages | Request Description - After long pressing on a message and selecting the info button, the message details are shown. This includes the sent and received times for incoming messages. For outgoing messages, in contrast, only one Sent/Received time is displayed, probably containing sent time. Now that delivery receipts are implemented, it would be possible to display the received time for outgoing messages (by taking the sent time from the receipt). Or to make it more precise, let the receipt message piggybag the real received time. This would make the user interface more consistent. When this is rejected for some reasons, I suggest renaming the ""Sent/Received"" label for outgoing messages to ""Sent"" because this is what it really is about.",Ambiguity,Semantic,"There are quantifiers ""only one"" and also ""/"" in the sentence. In this case, sent/received can be interpreted in two different ways: (1) sent or received. (2) sent and received as one token. ",only the sent time is displayed; only the received time is displayed; only one sent and only one received time is displayed. ,What time receipt is shown for an outgoing message?,334,375,"only one Sent/Received time is displayed,","only one Sent/Received time is displayed,"
84,2159-Signal,"Request Number - 2159 | Request Title - Share multiple photos (files) | Request Description - Hi, I love TextSecure but there's one thing that I find rather annoying. It often happens that I want to share some pics with someone (more than just one pic), and I have to select them one at a time instead of selecting them all and sending them all at once. It would be cool if I could pick them from the gallery and then click ""share"" and send them without going through the procedure n times. I don't think this should be hard to implement and it would save so much time and improve usability greatly. Thank you",No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
85,4245-Signal,Request Number - 4245 | Request Title - Low quality contact photo during call | Request Description - Calling screen doesn't show the full resolution contact photo on Signal 3.0.3,No Defect Found,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
86,5238-Signal,"Request Number - 5238 | Request Title - Conveniently raise-to-speak and raise-to-listen Voice messages | Request Description - Telegram 3.5 added the very convenient raise-to-speak and raise-to-listen feature for voice messages: When a chat is open, bring your phone to your ear (as if taking a phone call) to listen to new voice messages or record a new one after the signal. Voice messaging is one of the most popular features of Wazzapp, raise-to-speak  and raise-to-listen would make it much easier to use, even better than the competition!",Ambiguity,Lexical,"It is unclear whether the author is using slang or jargon, made a typo, or are referring to a specific app client. Confusion over the meaning here creates ambiguity.",Whatsapp (the well-known messaging application); Wazzapp (the unofficial Whatsapp linux client); something else,"When you wrote ""Wazzapp"", were you referring to Whatsapp (the well-known messaging application), Wazzapp (the unofficial Whatsapp linux client), or something else?",432,440,"Wazzapp,","Wazzapp,"
